Date,DeptID,ProductionCost,Revenue
2024-02-20,4,84180.75,111786.82
2024-02-20,5,90580.4,129470.43
2024-02-20,6,59879.82,0.0
2024-02-21,1,119114.91,158401.42
2024-02-21,2,100133.93,139758.81
2024-02-21,3,75143.3,108262.85
2024-02-21,4,84080.21,127830.13
2024-02-21,5,94863.24,126024.0
2024-02-21,6,61593.09,0.0
2024-02-22,1,113048.93,148195.81
2024-02-22,2,89895.76,118975.59
2024-02-22,3,84179.11,111775.88
2024-02-22,4,90367.62,127697.99
2024-02-22,5,75399.66,99737.05
2024-02-22,6,52610.47,0.0
2024-02-23,1,82120.21,115307.96
2024-02-23,2,84984.79,116918.56
2024-02-23,3,85839.06,111975.0
2024-02-23,4,73848.77,104917.31
2024-02-23,5,70700.49,102985.56
2024-02-23,6,45927.0,0.0
2024-02-24,1,98920.1,131637.91
2024-02-24,2,100436.25,140301.81
2024-02-24,3,95008.63,128821.25
2024-02-24,4,80755.9,116850.17
2024-02-24,5,96410.27,119006.31
2024-02-24,6,60736.09,0.0
2024-02-25,1,32364.13,46649.37
2024-02-25,2,32513.28,43846.38
2024-02-25,3,30003.85,40150.58
2024-02-25,4,21238.65,28150.56
2024-02-25,5,27013.45,37635.28
2024-02-25,6,20048.91,0.0
2024-02-26,1,100885.17,137583.2
2024-02-26,2,88599.64,139459.65
2024-02-26,3,99087.62,141977.18
2024-02-26,4,80572.73,116330.34
2024-02-26,5,81574.87,107383.81
2024-02-26,6,60626.23,0.0
2024-02-27,1,117602.82,161971.38
2024-02-27,2,111901.04,148743.12
2024-02-27,3,94455.93,125443.41
2024-02-27,4,56560.65,94038.29
2024-02-27,5,66440.29,103878.1
2024-02-27,6,60289.7,0.0
2024-02-28,1,119790.06,151394.65
2024-02-28,2,95737.23,141212.39
2024-02-28,3,96428.15,120773.06
2024-02-28,4,90216.23,111683.78
2024-02-28,5,75610.04,115454.58
2024-02-28,6,53883.78,0.0
2024-02-29,1,103679.14,140342.67
2024-02-29,2,117588.83,168424.58
2024-02-29,3,75684.12,99162.15
2024-02-29,4,68777.8,102628.76
2024-02-29,5,83736.18,93808.88
2024-02-29,6,61456.67,0.0
2024-03-01,1,83978.53,111455.18
2024-03-01,2,92439.57,130630.63
2024-03-01,3,85076.04,111183.78
2024-03-01,4,70936.2,100335.25
2024-03-01,5,64271.88,82756.33
2024-03-01,6,51160.98,0.0
2024-03-02,1,119698.0,149650.11
2024-03-02,2,112129.63,167815.59
2024-03-02,3,98353.23,122906.54
2024-03-02,4,80359.84,112397.09
2024-03-02,5,68923.41,89858.12
2024-03-02,6,66139.66,0.0
2024-03-03,1,34980.85,54775.88
2024-03-03,2,37657.66,52780.76
2024-03-03,3,25756.61,36127.35
2024-03-03,4,30744.24,44555.86
2024-03-03,5,29329.81,43141.57
2024-03-03,6,20231.07,0.0
2024-03-04,1,97166.04,139416.17
2024-03-04,2,94657.9,124291.63
2024-03-04,3,101494.44,120778.39
2024-03-04,4,86750.3,113389.12
2024-03-04,5,96556.47,126730.26
2024-03-04,6,61527.48,0.0
2024-03-05,1,110699.09,150453.56
2024-03-05,2,94613.83,119902.52
2024-03-05,3,83920.25,112814.68
2024-03-05,4,84281.68,103433.04
2024-03-05,5,98506.37,129584.16
2024-03-05,6,55407.3,0.0
2024-03-06,1,104378.7,140593.62
2024-03-06,2,122459.6,157081.95
2024-03-06,3,75187.24,100768.53
2024-03-06,4,78801.64,108038.07
2024-03-06,5,88565.94,122885.32
2024-03-06,6,57731.74,0.0
2024-03-07,1,102339.78,130296.46
2024-03-07,2,94779.99,137602.39
2024-03-07,3,94350.96,133957.11
2024-03-07,4,63854.81,87112.24
2024-03-07,5,93593.83,128059.12
2024-03-07,6,53108.71,0.0
2024-03-08,1,104364.49,143242.99
2024-03-08,2,87848.97,106759.11
2024-03-08,3,86174.87,109167.65
2024-03-08,4,69128.97,100273.57
2024-03-08,5,61024.02,85151.22
2024-03-08,6,52975.29,0.0
2024-03-09,1,107152.79,137986.87
2024-03-09,2,99286.51,123230.6
2024-03-09,3,92950.41,125719.41
2024-03-09,4,55640.89,79099.73
2024-03-09,5,93259.34,123759.24
2024-03-09,6,52165.43,0.0
2024-03-10,1,34161.2,48105.14
2024-03-10,2,32292.46,48479.1
2024-03-10,3,25524.75,37279.42
2024-03-10,4,30343.48,38267.35
2024-03-10,5,25390.57,35726.54
2024-03-10,6,20863.78,0.0
2024-03-11,1,95717.35,152190.9
2024-03-11,2,90095.72,119096.28
2024-03-11,3,93270.19,125634.25
2024-03-11,4,78555.83,113436.07
2024-03-11,5,95168.46,132185.13
2024-03-11,6,62654.1,0.0
2024-03-12,1,102435.16,143622.1
2024-03-12,2,113823.19,145095.03
2024-03-12,3,113374.89,152623.5
2024-03-12,4,58523.41,83887.06
2024-03-12,5,77245.92,108177.53
2024-03-12,6,62922.26,0.0
2024-03-13,1,98471.27,138846.22
2024-03-13,2,101099.6,147081.53
2024-03-13,3,99892.03,131338.13
2024-03-13,4,57690.57,83126.6
2024-03-13,5,76331.24,102751.89
2024-03-13,6,52055.37,0.0
2024-03-14,1,115933.04,160566.78
2024-03-14,2,113905.11,153114.7
2024-03-14,3,83696.93,107920.93
2024-03-14,4,79129.36,121127.27
2024-03-14,5,67513.66,93205.19
2024-03-14,6,58713.86,0.0
2024-03-15,1,85452.48,115874.19
2024-03-15,2,79305.35,102132.09
2024-03-15,3,75073.05,102171.88
2024-03-15,4,72932.59,100847.78
2024-03-15,5,66753.32,83696.46
2024-03-15,6,47596.53,0.0
2024-03-16,1,91450.93,125657.94
2024-03-16,2,113318.47,151157.47
2024-03-16,3,101472.11,136688.3
2024-03-16,4,88128.9,116588.27
2024-03-16,5,97091.3,118844.98
2024-03-16,6,61841.73,0.0
2024-03-17,1,42097.93,52774.62
2024-03-17,2,36398.74,40590.32
2024-03-17,3,36877.29,52688.64
2024-03-17,4,29446.98,37764.84
2024-03-17,5,32551.34,45671.2
2024-03-17,6,19729.58,0.0
2024-03-18,1,115382.43,167704.08
2024-03-18,2,87451.3,136790.33
2024-03-18,3,106412.47,123879.14
2024-03-18,4,55583.5,85503.93
2024-03-18,5,94071.59,139082.92
2024-03-18,6,58302.52,0.0
2024-03-19,1,114790.5,153166.15
2024-03-19,2,119466.01,156311.12
2024-03-19,3,97275.93,131105.48
2024-03-19,4,90202.92,118095.7
2024-03-19,5,71610.61,104221.71
2024-03-19,6,54022.62,0.0
2024-03-20,1,114928.49,162610.14
2024-03-20,2,98606.59,165559.86
2024-03-20,3,80639.33,94218.54
2024-03-20,4,79050.99,103559.95
2024-03-20,5,79165.53,102727.06
2024-03-20,6,56717.08,0.0
2024-03-21,1,106218.67,156287.68
2024-03-21,2,83098.61,116270.07
2024-03-21,3,99582.71,141777.96
2024-03-21,4,93788.35,115835.69
2024-03-21,5,72818.15,97762.64
2024-03-21,6,61275.3,0.0
2024-03-22,1,79927.49,109024.28
2024-03-22,2,75887.48,101574.23
2024-03-22,3,70309.25,82949.63
2024-03-22,4,74056.78,102360.53
2024-03-22,5,83894.36,111360.11
2024-03-22,6,58898.14,0.0
2024-03-23,1,125664.25,165576.19
2024-03-23,2,99334.94,144566.74
2024-03-23,3,95914.56,141547.97
2024-03-23,4,66675.7,107345.01
2024-03-23,5,102709.61,143284.79
2024-03-23,6,56243.33,0.0
2024-03-24,1,41616.36,55232.23
2024-03-24,2,34760.58,47431.35
2024-03-24,3,29437.59,43724.4
2024-03-24,4,26319.23,42495.94
2024-03-24,5,34968.63,44297.68
2024-03-24,6,20303.68,0.0
2024-03-25,1,108145.09,137406.2
2024-03-25,2,107664.71,160625.16
2024-03-25,3,93029.63,136981.14
2024-03-25,4,77785.37,115846.71
2024-03-25,5,88830.84,127023.1
2024-03-25,6,57056.62,0.0
2024-03-26,1,116632.91,165638.12
2024-03-26,2,86361.09,116210.4
2024-03-26,3,90958.93,132843.44
2024-03-26,4,80877.53,125551.27
2024-03-26,5,88777.71,130552.25
2024-03-26,6,61818.52,0.0
2024-03-27,1,95423.17,128499.04
2024-03-27,2,103772.45,139514.53
2024-03-27,3,92583.41,124514.58
2024-03-27,4,70043.88,85585.85
2024-03-27,5,93814.65,134380.51
2024-03-27,6,52691.05,0.0
2024-03-28,1,94455.99,143965.34
2024-03-28,2,95377.66,128308.44
2024-03-28,3,97185.73,118761.8
2024-03-28,4,76761.9,121432.91
2024-03-28,5,70703.19,112924.39
2024-03-28,6,61183.7,0.0
2024-03-29,1,82862.02,124581.46
2024-03-29,2,72772.09,111659.66
2024-03-29,3,60720.99,80596.54
2024-03-29,4,55978.03,72792.22
2024-03-29,5,83138.75,117152.46
2024-03-29,6,51459.74,0.0
2024-03-30,1,115459.49,153855.4
2024-03-30,2,112802.22,152714.36
2024-03-30,3,108478.65,139517.77
2024-03-30,4,66176.25,101564.4
2024-03-30,5,72629.2,96317.3
2024-03-30,6,56778.65,0.0
2024-03-31,1,33787.94,49915.99
2024-03-31,2,35245.01,52917.29
2024-03-31,3,30428.16,40680.53
2024-03-31,4,26748.25,38296.53
2024-03-31,5,34671.85,45019.42
2024-03-31,6,22239.56,0.0
2024-04-01,1,115266.44,149956.07
2024-04-01,2,108057.78,153435.31
2024-04-01,3,68991.56,101637.36
2024-04-01,4,78984.93,108549.72
2024-04-01,5,103946.17,125037.62
2024-04-01,6,60991.82,0.0
2024-04-02,1,98531.61,142360.87
2024-04-02,2,107064.12,150094.86
2024-04-02,3,76403.98,98432.05
2024-04-02,4,59068.17,81819.47
2024-04-02,5,77527.41,102240.8
2024-04-02,6,59423.59,0.0
2024-04-03,1,112449.79,150587.11
2024-04-03,2,95213.19,126641.3
2024-04-03,3,93524.31,128373.38
2024-04-03,4,94285.15,125818.41
2024-04-03,5,97989.43,131813.82
2024-04-03,6,59906.93,0.0
2024-04-04,1,97375.35,123358.65
2024-04-04,2,119750.52,155670.79
2024-04-04,3,105794.88,139068.64
2024-04-04,4,83938.98,123911.52
2024-04-04,5,73897.19,111766.51
2024-04-04,6,58234.57,0.0
2024-04-05,1,103462.55,136984.5
2024-04-05,2,90934.34,118349.02
2024-04-05,3,69009.28,96007.31
2024-04-05,4,78169.99,112418.57
2024-04-05,5,86136.48,118777.18
2024-04-05,6,58406.98,0.0
2024-04-06,1,101199.89,147075.82
2024-04-06,2,115587.48,171805.97
2024-04-06,3,68143.02,92261.45
2024-04-06,4,83037.45,116331.65
2024-04-06,5,91061.83,131682.27
2024-04-06,6,57638.78,0.0
2024-04-07,1,35118.07,55248.52
2024-04-07,2,37282.94,47502.51
2024-04-07,3,34167.43,46167.95
2024-04-07,4,23260.62,32252.92
2024-04-07,5,32467.14,44940.84
2024-04-07,6,18515.9,0.0
2024-04-08,1,93776.44,136351.11
2024-04-08,2,126603.79,177870.08
2024-04-08,3,84873.65,126140.14
2024-04-08,4,64312.66,89429.14
2024-04-08,5,72107.64,105079.86
2024-04-08,6,50714.81,0.0
2024-04-09,1,102661.79,137194.63
2024-04-09,2,112231.76,153594.95
2024-04-09,3,100800.12,133914.54
2024-04-09,4,75836.15,116995.99
2024-04-09,5,74296.34,111752.89
2024-04-09,6,59567.68,0.0
2024-04-10,1,104731.88,149288.91
2024-04-10,2,83926.92,110153.0
2024-04-10,3,92124.03,120841.42
2024-04-10,4,80328.59,106714.68
2024-04-10,5,95037.9,131162.73
2024-04-10,6,60664.15,0.0
2024-04-11,1,128077.46,155696.29
2024-04-11,2,107891.04,144933.99
2024-04-11,3,76586.53,109041.63
2024-04-11,4,83745.65,122477.47
2024-04-11,5,86931.46,135804.98
2024-04-11,6,64939.69,0.0
2024-04-12,1,84750.79,109084.18
2024-04-12,2,97328.95,127992.6
2024-04-12,3,91786.76,110598.77
2024-04-12,4,68643.28,97779.27
2024-04-12,5,77835.61,110616.0
2024-04-12,6,48661.65,0.0
2024-04-13,1,102136.51,130478.41
2024-04-13,2,115162.77,159289.02
2024-04-13,3,75065.96,101798.5
2024-04-13,4,77922.93,109818.63
2024-04-13,5,96312.91,133073.89
2024-04-13,6,61509.67,0.0
2024-04-14,1,35347.81,45786.11
2024-04-14,2,36157.98,45634.32
2024-04-14,3,28969.02,37128.48
2024-04-14,4,24834.19,32073.74
2024-04-14,5,31272.62,46117.6
2024-04-14,6,21887.22,0.0
2024-04-15,1,106540.34,151363.06
2024-04-15,2,111334.03,155706.59
2024-04-15,3,101137.1,123462.31
2024-04-15,4,88137.02,118675.96
2024-04-15,5,81549.71,106756.5
2024-04-15,6,64313.56,0.0
2024-04-16,1,123918.41,174089.47
2024-04-16,2,122914.29,157500.21
2024-04-16,3,76501.88,97630.04
2024-04-16,4,92396.69,122045.53
2024-04-16,5,97113.81,123180.88
2024-04-16,6,56086.88,0.0
2024-04-17,1,96709.77,117565.28
2024-04-17,2,101779.97,143340.1
2024-04-17,3,98667.91,138796.53
2024-04-17,4,76415.91,121256.9
2024-04-17,5,67278.39,98499.59
2024-04-17,6,56332.87,0.0
2024-04-18,1,121011.04,160204.75
2024-04-18,2,103057.86,149496.78
2024-04-18,3,90570.47,118700.66
2024-04-18,4,62277.41,89505.12
2024-04-18,5,83343.14,125172.58
2024-04-18,6,64747.92,0.0
2024-04-19,1,104466.87,134721.89
2024-04-19,2,105693.5,141942.86
2024-04-19,3,70272.23,93993.0
2024-04-19,4,81250.95,98867.72
2024-04-19,5,70936.49,92870.66
2024-04-19,6,47913.04,0.0
2024-04-20,1,116279.06,146186.3
2024-04-20,2,103910.96,146712.88
2024-04-20,3,105808.27,142506.53
2024-04-20,4,59458.73,89012.22
2024-04-20,5,66876.17,88697.12
2024-04-20,6,63031.52,0.0
2024-04-21,1,40207.78,57998.21
2024-04-21,2,29805.54,42673.9
2024-04-21,3,35574.68,50317.5
2024-04-21,4,30580.62,37978.72
2024-04-21,5,30523.21,45241.82
2024-04-21,6,19781.49,0.0
2024-04-22,1,112997.24,142782.05
2024-04-22,2,107311.48,130639.48
2024-04-22,3,93570.17,122082.44
2024-04-22,4,85723.91,114798.27
2024-04-22,5,100150.89,131273.4
2024-04-22,6,54323.78,0.0
2024-04-23,1,116519.23,166884.96
2024-04-23,2,102007.38,147316.96
2024-04-23,3,94843.79,134510.8
2024-04-23,4,86150.61,126277.02
2024-04-23,5,89072.51,128776.68
2024-04-23,6,54814.36,0.0
2024-04-24,1,106337.12,147319.59
2024-04-24,2,85085.74,123282.2
2024-04-24,3,74854.76,98151.48
2024-04-24,4,73916.6,111505.89
2024-04-24,5,84794.29,124499.79
2024-04-24,6,54273.33,0.0
2024-04-25,1,103472.39,135043.5
2024-04-25,2,105989.18,150484.91
2024-04-25,3,79964.9,107388.32
2024-04-25,4,82705.97,114716.73
2024-04-25,5,96954.81,124153.46
2024-04-25,6,60595.37,0.0
2024-04-26,1,85638.48,105757.08
2024-04-26,2,80268.23,128411.34
2024-04-26,3,63481.89,92192.67
2024-04-26,4,72782.77,111293.81
2024-04-26,5,84020.78,101038.92
2024-04-26,6,50418.22,0.0
2024-04-27,1,101591.05,124043.18
2024-04-27,2,94468.38,134405.4
2024-04-27,3,96802.73,125453.16
2024-04-27,4,89462.55,102643.71
2024-04-27,5,91162.74,127040.77
2024-04-27,6,56588.13,0.0
2024-04-28,1,36936.99,47805.47
2024-04-28,2,34217.28,46544.07
2024-04-28,3,31728.33,47278.24
2024-04-28,4,32810.57,39323.46
2024-04-28,5,30092.66,40874.54
2024-04-28,6,20360.54,0.0
2024-04-29,1,112737.12,162882.77
2024-04-29,2,101859.03,134848.21
2024-04-29,3,77195.75,101128.95
2024-04-29,4,86264.53,117658.94
2024-04-29,5,70166.82,103297.21
2024-04-29,6,58285.05,0.0
2024-04-30,1,116118.29,170128.71
2024-04-30,2,111939.61,146165.41
2024-04-30,3,95468.35,135873.28
2024-04-30,4,79307.81,119867.09
2024-04-30,5,69886.38,103357.89
2024-04-30,6,58153.54,0.0
2024-05-01,1,103200.71,126639.62
2024-05-01,2,123258.58,166378.6
2024-05-01,3,90026.48,127180.86
2024-05-01,4,59674.8,91560.7
2024-05-01,5,67925.31,99080.13
2024-05-01,6,58809.82,0.0
2024-05-02,1,96122.62,136205.45
2024-05-02,2,114472.55,153780.53
2024-05-02,3,90954.01,129935.71
2024-05-02,4,81429.54,122615.7
2024-05-02,5,84604.72,116544.64
2024-05-02,6,53719.8,0.0
2024-05-03,1,89048.28,119102.42
2024-05-03,2,87932.51,116225.38
2024-05-03,3,90298.11,124596.1
